Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
719,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",ZuCo1,task3,AWARD,"The Reverend Martin Luther King, Jr. Ph.D., Boston University (January 15, 1929 - April 4, 1968) was an American Nobel Laureate, Baptist minister, and African American civil rights activist.",neutral,522,reverend,luther,king,Biographies and Factual Knowledge
720,He also was awarded the Presidential Medal of Freedom.,ZuCo1,task3,AWARD,He also was awarded the Presidential Medal of Freedom.,positive,523,medal,awarded,freedom,Biographies and Factual Knowledge
721,"In 1971, Coppola won an Academy Award for his screenplay for Patton.",ZuCo1,task3,AWARD,"In 1971, Coppola won an Academy Award for his screenplay for Patton.",positive,716,coppola,patton,screenplay,Movie Reviews and Sentiment
722,"However, his name as a filmmaker was made as the co-writer and director of The Godfather (1972) and The Godfather Part II (1974), which both won the Academy Award for Best Picture - the latter being the first sequel to do so.",ZuCo1,task3,AWARD,"However, his name as a filmmaker was made as the co-writer and director of The Godfather (1972) and The Godfather Part II (1974), which both won the Academy Award for Best Picture - the latter being the first sequel to do so.",positive,717,godfather,sequel,director,Biographies and Factual Knowledge
723,"While The Godfather Part II won the Oscar, The Conversation won the 1974 Palme d'Or at the Cannes Film Festival.",ZuCo1,task3,AWARD,"While The Godfather Part II won the Oscar, The Conversation won the 1974 Palme d'Or at the Cannes Film Festival.",neutral,718,godfather,cannes,1974,Movie Reviews and Sentiment
724,This led to his being hired by Westinghouse company to service their steam engines.,ZuCo1,task3,CONTROL,This led to his being hired by Westinghouse company to service their steam engines.,neutral,719,westinghouse,company,service,Biographies and Factual Knowledge
725,"Clinton received a B.S.F.S. degree from the Edmund A. Walsh School of Foreign Service at Georgetown University in Washington DC, where he became a brother of Alpha Phi Omega, worked for Senator J. William Fulbright, was elected to Phi Beta Kappa and won a Rhodes Scholarship to the University of Oxford (at the University College, Oxford) in England.",ZuCo1,task3,AWARD,"Clinton received a B.S.F.S. degree from the Edmund A. Walsh School of Foreign Service at Georgetown University in Washington DC, where he became a brother of Alpha Phi Omega, worked for Senator J. William Fulbright, was elected to Phi Beta Kappa and won a Rhodes Scholarship to the University of Oxford (at the University College, Oxford) in England.",neutral,720,fulbright,scholarship,georgetown,Biographies and Factual Knowledge
726,He won the Gold Medal of the Royal Astronomical Society in 1841.,ZuCo1,task3,AWARD,He won the Gold Medal of the Royal Astronomical Society in 1841.,neutral,721,1841,astronomical,medal,Biographies and Factual Knowledge
727,"There he published tables of atmospheric refraction based on Bradley's observations, which won him the Lalande Prize from the Institut de France.",ZuCo1,task3,AWARD,"There he published tables of atmospheric refraction based on Bradley's observations, which won him the Lalande Prize from the Institut de France.",neutral,722,refraction,lalande,atmospheric,Biographies and Factual Knowledge
728,In 1923 he was awarded the inaugural Bucher Memorial Prize by the American Mathematical Society.,ZuCo1,task3,AWARD,In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,neutral,723,bucher,1923,awarded,Biographies and Factual Knowledge
729,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",ZuCo1,task3,AWARD,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky.",positive,626,godfather,rocky,nominated,Movie Reviews and Sentiment
730,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.",ZuCo1,task3,AWARD,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.",neutral,724,momma,lift,mother,Movie Reviews and Sentiment
731,He has also made notable appearances on television.,ZuCo1,task3,CONTROL,He has also made notable appearances on television.,neutral,725,television,notable,appearances,Biographies and Factual Knowledge
732,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",ZuCo1,task3,AWARD,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",neutral,726,gallantry,gifford,edric,Biographies and Factual Knowledge
733,"As a soldier, he led a famous cavalry charge in the Battle of San Juan Hill in 1898 for which he was posthumously awarded the Congressional Medal of Honor in 2001 by President Bill Clinton, making Roosevelt the only President to have received the award as of 2005.",ZuCo1,task3,AWARD,"As a soldier, he led a famous cavalry charge in the Battle of San Juan Hill in 1898 for which he was posthumously awarded the Congressional Medal of Honor in 2001 by President Bill Clinton, making Roosevelt the only President to have received the award as of 2005.",positive,727,roosevelt,medal,award,Biographies and Factual Knowledge
734,"Roosevelt was also influential in spearheading the construction of the Panama Canal, and for his mediation in the Russo-Japanese War of 1905, he was awarded the Nobel Peace Prize in 1906.",ZuCo1,task3,AWARD,"Roosevelt was also influential in spearheading the construction of the Panama Canal, and for his mediation in the Russo-Japanese War of 1905, he was awarded the Nobel Peace Prize in 1906.",positive,728,roosevelt,nobel,1906,Biographies and Factual Knowledge
735,He was the first American to win a Nobel Prize in any category.,ZuCo1,task3,AWARD,He was the first American to win a Nobel Prize in any category.,positive,729,nobel,prize,american,Biographies and Factual Knowledge
736,"Reynolds was nominated for an Academy Award for Best Actress following her performance in The Unsinkable Molly Brown (1964), a Golden Globe for The Debbie Reynolds Show on television (1970), a Golden Globe for the motion picture Mother (1997), and a Blockbuster Entertainment Award for In & Out (1997).",ZuCo1,task3,AWARD,"Reynolds was nominated for an Academy Award for Best Actress following her performance in The Unsinkable Molly Brown (1964), a Golden Globe for The Debbie Reynolds Show on television (1970), a Golden Globe for the motion picture Mother (1997), and a Blockbuster Entertainment Award for In & Out (1997).",positive,730,reynolds,debbie,actress,Biographies and Factual Knowledge
737,In 1997 she received the Lifetime Achievement Award in Comedy.,ZuCo1,task3,AWARD,In 1997 she received the Lifetime Achievement Award in Comedy.,positive,731,1997,award,comedy,Movie Reviews and Sentiment
738,Her sister Betty sang in a duo with Rosemary for much of her early career.,ZuCo1,task3,CONTROL,Her sister Betty sang in a duo with Rosemary for much of her early career.,neutral,732,betty,rosemary,sister,Biographies and Factual Knowledge
739,"A special military decoration, the Dewey Medal, was also named in his honor.",ZuCo1,task3,AWARD,"A special military decoration, the Dewey Medal, was also named in his honor.",positive,733,dewey,medal,military,Biographies and Factual Knowledge
740,"A screen legend, Hepburn holds the records for the most Oscars (4) and also Best Actress nominations (12).",ZuCo1,task3,AWARD,"A screen legend, Hepburn holds the records for the most Oscars (4) and also Best Actress nominations (12).",positive,734,oscars,hepburn,nominations,Biographies and Factual Knowledge
741,"Hepburn won an Emmy Award in 1975 for her lead role in Love Among the Ruins, and was nominated for four other Emmys and two Tony Awards during the course of her more than 70-year acting career.",ZuCo1,task3,AWARD,"Hepburn won an Emmy Award in 1975 for her lead role in Love Among the Ruins, and was nominated for four other Emmys and two Tony Awards during the course of her more than 70-year acting career.",positive,735,emmys,hepburn,emmy,Biographies and Factual Knowledge
742,He was also a fan of hockey and was inducted into the United States Hockey Hall of Fame in 1993.,ZuCo1,task3,AWARD,He was also a fan of hockey and was inducted into the United States Hockey Hall of Fame in 1993.,positive,736,hockey,inducted,hall,Biographies and Factual Knowledge
743,Bush served in the French and Indian Wars as a soldier between 1755 and 1757.,ZuCo1,task3,CONTROL,Bush served in the French and Indian Wars as a soldier between 1755 and 1757.,neutral,737,1757,1755,bush,Biographies and Factual Knowledge
744,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",ZuCo1,task3,AWARD,"He won directing Emmys for his work on the original 1854 CBS teleplay, Twelve Angry Men.",positive,738,emmys,cbs,1854,Biographies and Factual Knowledge
745,"Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.",ZuCo1,task3,EDUCATION,"Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.",positive,739,peyton,quarterback,manning,Biographies and Factual Knowledge
746,"In 1989, he earned a Juris Doctor (J.D.) degree from New York University Law School.",ZuCo1,task3,EDUCATION,"In 1989, he earned a Juris Doctor (J.D.) degree from New York University Law School.",neutral,740,juris,degree,law,Biographies and Factual Knowledge
747,"During his stay in prison, he rediscovered the Bible, learned Greek, and became a student of Christian theology at Oxford University.",ZuCo1,task3,EDUCATION,"During his stay in prison, he rediscovered the Bible, learned Greek, and became a student of Christian theology at Oxford University.",neutral,741,bible,christian,prison,Biographies and Factual Knowledge
748,"Born in Dublin to William Aitken (himself a Conservative MP) and Penelope Aitken, daughter of John Maffey, 1st Baron Rugby, he attended Eton College and read law at Christ Church, Oxford.",ZuCo1,task3,EDUCATION,"Born in Dublin to William Aitken (himself a Conservative MP) and Penelope Aitken, daughter of John Maffey, 1st Baron Rugby, he attended Eton College and read law at Christ Church, Oxford.",neutral,742,aitken,eton,oxford,Biographies and Factual Knowledge
749,"He was educated at the Bury St Edmunds grammar school and at Trinity College, Dublin, studied law for a short time after 1624 at the Inner Temple, London, accompanied the ill-fated expedition of the duke of Buckingham for the relief of the Protestants of La Rochelle, and then travelled in Italy and the Levant, returning to England in 1629.",ZuCo1,task3,EDUCATION,"He was educated at the Bury St Edmunds grammar school and at Trinity College, Dublin, studied law for a short time after 1624 at the Inner Temple, London, accompanied the ill-fated expedition of the duke of Buckingham for the relief of the Protestants of La Rochelle, and then travelled in Italy and the Levant, returning to England in 1629.",neutral,743,1624,college,1629,Biographies and Factual Knowledge
